candidate_id,N,layout_type,layout_parameters,nozzle_count,min_center_distance,mean_nearest_neighbor_distance,std_nearest_neighbor_distance,nearest_neighbor_cv,uniformity_score,max_center_radius,mean_center_radius,radial_std,count_ok,boundary_ok,overlap_ok,spacing_ok,feasible,failure_reasons,x_axis_symmetry,y_axis_symmetry,origin_symmetry,pareto_candidate
N012_nonuniform_ring_011,12,nonuniform_ring,"{""points_per_ring"": [3, 4, 5], ""ring_offsets"": [0.0, 0.7853981633974483, 0.6283185307179586], ""ring_radii"": [20.0, 36.0, 51.94]}",12,17.32412382901875,21.1146550573188,5.925719358181484,0.28064485742699835,0.7808566084504843,51.940000000000005,38.641666666666666,12.762827425335223,True,True,True,True,True,[],True,False,False,False
N012_sector_012,12,sector,"{""angular_offset"": 0.2617993877991494, ""inner_radius"": 24.0, ""num_sectors"": 3, ""outer_radius"": 51.94, ""points_per_sector"": 4, ""radial_levels"": 3, ""sector_angle"": 1.0471975511965976}",12,13.969999999999999,17.46519131598552,3.495191315985521,0.20012327679379305,0.8332477332425088,51.940000000000005,34.4775,11.583312080316233,True,True,True,True,True,[],False,False,False,False
N012_radial_spoke_013,12,radial_spoke,"{""angular_offset"": 0.5235987755982988, ""inner_radius"": 16.0, ""num_spokes"": 3, ""outer_radius"": 51.94, ""points_per_spoke"": 4}",12,11.979999999999997,11.979999999999999,2.7134298926013876e-15,2.264966521370107e-16,0.9999999999999998,51.94,33.97,13.394047185223739,True,True,True,True,True,[],False,True,False,False
N012_sector_014,12,sector,"{""angular_offset"": 0.19634954084936207, ""inner_radius"": 24.0, ""num_sectors"": 4, ""outer_radius"": 51.94, ""points_per_sector"": 3, ""radial_levels"": 3, ""sector_angle"": 0.7853981633974483}",12,13.969999999999995,13.969999999999999,3.552713678800501e-15,2.5431021322838234e-16,0.9999999999999998,51.94,37.96999999999999,11.406457235560332,True,True,True,True,True,[],False,False,True,False
N012_radial_spoke_015,12,radial_spoke,"{""angular_offset"": 0.39269908169872414, ""inner_radius"": 16.0, ""num_spokes"": 4, ""outer_radius"": 51.94, ""points_per_spoke"": 3}",12,17.97,17.97,1.4503892858778862e-15,8.071170205219178e-17,1.0,51.940000000000005,33.970000000000006,14.672443559271235,True,True,True,True,True,[],False,False,True,False
N012_sector_016,12,sector,"{""angular_offset"": 0.1308996938995747, ""inner_radius"": 24.0, ""num_sectors"": 6, ""outer_radius"": 51.94, ""points_per_sector"": 2, ""radial_levels"": 2, ""sector_angle"": 0.5235987755982988}",12,23.99999999999999,25.97,1.9700000000000015,0.07585675779745867,0.9294917680744451,51.940000000000005,37.97,13.969999999999999,True,True,True,True,True,[],False,False,True,False
N012_radial_spoke_017,12,radial_spoke,"{""angular_offset"": 0.2617993877991494, ""inner_radius"": 16.0, ""num_spokes"": 6, ""outer_radius"": 51.94, ""points_per_spoke"": 2}",12,15.999999999999988,25.97,9.970000000000002,0.3839045051983058,0.7225932109070673,51.940000000000005,33.97,17.97,True,True,True,True,True,[],False,False,True,False
N012_sector_018,12,sector,"{""angular_offset"": 0.06544984694978735, ""inner_radius"": 51.94, ""num_sectors"": 12, ""outer_radius"": 51.94, ""points_per_sector"": 1, ""radial_levels"": 1, ""sector_angle"": 0.2617993877991494}",12,26.886122405249825,26.886122405249846,1.2434497875801753e-14,4.624875870301685e-16,0.9999999999999996,51.94,51.94,4.1023203976182695e-15,True,True,True,True,True,[],False,False,True,False
N012_radial_spoke_019,12,radial_spoke,"{""angular_offset"": 0.1308996938995747, ""inner_radius"": 51.94, ""num_spokes"": 12, ""outer_radius"": 51.94, ""points_per_spoke"": 1}",12,26.88612240524982,26.886122405249846,1.3987047740492306e-14,5.202329859868957e-16,0.9999999999999996,51.940000000000005,51.94,5.426859785202775e-15,True,True,True,True,True,[],False,False,True,False
N012_deterministic_irregular_020,12,deterministic_irregular,"{""inner_radius"": 0.0, ""outer_radius"": 51.94}",12,23.180908342779272,25.086943569707472,1.1312924820558725,0.045094870920103246,0.9568509307864063,50.8464038387508,34.69523239316355,12.04668623250289,True,True,True,True,True,[],False,False,False,False
N013_rectangular_001,13,rectangular,"{""spacing"": 8.0}",13,8.0,8.0,0.0,0.0,1.0,16.97056274847714,10.830066528602677,3.6292144394590986,True,True,True,True,True,[],False,False,False,False
N013_rectangular_002,13,rectangular,"{""spacing"": 10.0}",13,10.0,10.0,0.0,0.0,1.0,21.213203435596427,13.537583160753345,4.536518049323874,True,True,True,True,True,[],False,False,False,False
N013_rectangular_003,13,rectangular,"{""spacing"": 14.0}",13,14.0,14.0,0.0,0.0,1.0,29.698484809834994,18.952616425054682,6.351125269053423,True,True,True,True,True,[],False,False,False,False
N013_rectangular_004,13,rectangular,"{""spacing"": 18.0}",13,18.0,18.0,0.0,0.0,1.0,38.18376618407357,24.36764968935603,8.165732488782973,True,True,True,True,True,[],False,False,False,False
N013_hexagonal_005,13,hexagonal,"{""spacing"": 8.0}",13,7.999999999999999,7.999999999999999,0.0,0.0,1.0,13.856406460551018,10.087572212562007,4.049040998828362,True,True,True,True,True,[],True,True,True,False
N013_hexagonal_006,13,hexagonal,"{""spacing"": 10.0}",13,10.0,10.0,0.0,0.0,1.0,17.320508075688775,12.60946526570251,5.061301248535452,True,True,True,True,True,[],True,True,True,False
N013_hexagonal_007,13,hexagonal,"{""spacing"": 12.0}",13,12.0,12.0,0.0,0.0,1.0,20.784609690826528,15.131358318843013,6.073561498242543,True,True,True,True,True,[],True,True,True,False
N013_hexagonal_008,13,hexagonal,"{""spacing"": 16.0}",13,15.999999999999998,15.999999999999998,0.0,0.0,1.0,27.712812921102035,20.175144425124014,8.098081997656724,True,True,True,True,True,[],True,True,True,False
N013_ring_009,13,ring,"{""points_per_ring"": [13], ""ring_radii"": [51.94]}",13,24.860111206191437,24.860111206191487,2.167760072238963e-14,8.719832563335741e-16,0.9999999999999991,51.940000000000005,51.93999999999998,1.6605337309997368e-14,True,True,True,True,True,[],True,False,False,False
N013_staggered_ring_010,13,staggered_ring,"{""delta_theta"": 0.3490658503988659, ""points_per_ring"": [4, 9], ""ring_radii"": [28.0, 51.94]}",13,23.939999999999998,27.862493001849682,3.940043780859946,0.14141031029055376,0.8761091353252655,51.940000000000005,44.57384615384615,11.049230769230768,True,True,True,True,True,[],True,False,False,False
N013_nonuniform_ring_011,13,nonuniform_ring,"{""points_per_ring"": [3, 4, 6], ""ring_offsets"": [0.0, 0.7853981633974483, 0.5235987755982988], ""ring_radii"": [20.0, 36.0, 51.94]}",13,17.466161860687702,21.935535410373458,6.378643905216975,0.2907904359699592,0.7747190962478384,51.940000000000005,39.66461538461538,12.76388933695044,True,True,True,True,True,[],True,False,False,False
N013_sector_012,13,sector,"{""angular_offset"": 0.06041524333826525, ""inner_radius"": 51.94, ""num_sectors"": 13, ""outer_radius"": 51.94, ""points_per_sector"": 1, ""radial_levels"": 1, ""sector_angle"": 0.241660973353061}",13,24.860111206191434,24.860111206191483,2.255558915788853e-14,9.073004127298913e-16,0.9999999999999991,51.940000000000005,51.93999999999999,8.125367044398013e-15,True,True,True,True,True,[],False,False,False,False
N013_radial_spoke_013,13,radial_spoke,"{""angular_offset"": 0.1208304866765305, ""inner_radius"": 51.94, ""num_spokes"": 13, ""outer_radius"": 51.94, ""points_per_spoke"": 1}",13,24.860111206191434,24.860111206191483,2.4435773440679384e-14,9.829309787879624e-16,0.9999999999999991,51.940000000000005,51.93999999999998,1.5641874690544657e-14,True,True,True,True,True,[],False,True,False,False
N013_deterministic_irregular_014,13,deterministic_irregular,"{""inner_radius"": 0.0, ""outer_radius"": 51.94}",13,22.271496338725118,24.13906791040716,1.051818745660754,0.04357329576952222,0.9582460609655676,50.93136029538639,34.68773638001532,12.068253594889407,True,True,True,True,True,[],False,False,False,False
N014_rectangular_001,14,rectangular,"{""spacing"": 8.0}",14,8.0,8.0,0.0,0.0,1.0,16.97056274847714,11.268673401450853,3.8381356783886336,True,True,True,True,True,[],False,True,False,False
N014_rectangular_002,14,rectangular,"{""spacing"": 10.0}",14,10.0,10.0,0.0,0.0,1.0,21.213203435596427,14.085841751813565,4.797669597985792,True,True,True,True,True,[],False,True,False,False
N014_rectangular_003,14,rectangular,"{""spacing"": 14.0}",14,14.0,14.0,0.0,0.0,1.0,29.698484809834994,19.720178452538992,6.716737437180108,True,True,True,True,True,[],False,True,False,False
N014_rectangular_004,14,rectangular,"{""spacing"": 18.0}",14,18.0,18.0,0.0,0.0,1.0,38.18376618407357,25.354515153264426,8.635805276374427,True,True,True,True,True,[],False,True,False,False
N014_hexagonal_005,14,hexagonal,"{""spacing"": 8.0}",14,7.999999999999999,7.999999999999999,0.0,0.0,1.0,15.999999999999998,10.509888483093292,4.188346221713642,True,True,True,True,True,[],False,False,False,False
N014_hexagonal_006,14,hexagonal,"{""spacing"": 10.0}",14,10.0,10.0,0.0,0.0,1.0,20.0,13.137360603866616,5.235432777142053,True,True,True,True,True,[],False,False,False,False
N014_hexagonal_007,14,hexagonal,"{""spacing"": 12.0}",14,12.0,12.0,0.0,0.0,1.0,24.0,15.764832724639941,6.282519332570465,True,True,True,True,True,[],False,False,False,False
N014_hexagonal_008,14,hexagonal,"{""spacing"": 16.0}",14,15.999999999999998,15.999999999999998,0.0,0.0,1.0,31.999999999999996,21.019776966186583,8.376692443427284,True,True,True,True,True,[],False,False,False,False
N014_ring_009,14,ring,"{""points_per_ring"": [14], ""ring_radii"": [51.94]}",14,23.115474619381892,23.115474619381928,2.210527049318558e-14,9.562974958191293e-16,0.9999999999999991,51.940000000000005,51.93999999999999,1.0226456725048997e-14,True,True,True,True,True,[],True,True,True,False
N014_staggered_ring_010,14,staggered_ring,"{""delta_theta"": 0.3490658503988659, ""points_per_ring"": [5, 9], ""ring_radii"": [28.0, 51.94]}",14,24.0875258350098,26.671777941005182,2.7980492855634163,0.1049067404412398,0.9050537601034584,51.940000000000005,43.38999999999999,11.47102872457392,True,True,True,True,True,[],True,False,False,False
N014_nonuniform_ring_011,14,nonuniform_ring,"{""points_per_ring"": [3, 4, 7], ""ring_offsets"": [0.0, 0.7853981633974483, 0.4487989505128276], ""ring_radii"": [20.0, 36.0, 51.94]}",14,16.6612701468537,22.002005950383136,5.860316789808298,0.2663537498818942,0.7896687636399106,51.940000000000005,40.54142857142857,12.699384606655359,True,True,True,True,True,[],True,False,False,False
N014_sector_012,14,sector,"{""angular_offset"": 0.1121997376282069, ""inner_radius"": 24.0, ""num_sectors"": 7, ""outer_radius"": 51.94, ""points_per_sector"": 2, ""radial_levels"": 2, ""sector_angle"": 0.4487989505128276}",14,20.826419477642787,24.383209738821392,3.556790261178606,0.14587046985515248,0.8726989885047027,51.940000000000005,37.96999999999999,13.97,True,True,True,True,True,[],False,False,False,False
N014_radial_spoke_013,14,radial_spoke,"{""angular_offset"": 0.2243994752564138, ""inner_radius"": 16.0, ""num_spokes"": 7, ""outer_radius"": 51.94, ""points_per_spoke"": 2}",14,13.884279651761858,24.912139825880928,11.02786017411907,0.44267012995256055,0.6931591493010831,51.940000000000005,33.97,17.97,True,True,True,True,True,[],False,True,False,False
N014_sector_014,14,sector,"{""angular_offset"": 0.05609986881410345, ""inner_radius"": 51.94, ""num_sectors"": 14, ""outer_radius"": 51.94, ""points_per_sector"": 1, ""radial_levels"": 1, ""sector_angle"": 0.2243994752564138}",14,23.115474619381885,23.115474619381924,1.794032467181608e-14,7.761175129310747e-16,0.9999999999999993,51.940000000000005,51.940000000000005,8.27757236991598e-15,True,True,True,True,True,[],False,False,True,False
N014_radial_spoke_015,14,radial_spoke,"{""angular_offset"": 0.1121997376282069, ""inner_radius"": 51.94, ""num_spokes"": 14, ""outer_radius"": 51.94, ""points_per_spoke"": 1}",14,23.115474619381892,23.115474619381928,2.23284592415079e-14,9.659528782846566e-16,0.9999999999999991,51.940000000000005,51.94,4.246305029676e-15,True,True,True,True,True,[],False,False,True,False
N014_deterministic_irregular_016,14,deterministic_irregular,"{""inner_radius"": 0.0, ""outer_radius"": 51.94}",14,21.461350874730275,23.15787081966518,0.8873082732424187,0.03831562409826274,0.9630982880263038,51.004067484858496,34.681519749682366,12.086107224925323,True,True,True,True,True,[],False,False,False,False
N015_rectangular_001,15,rectangular,"{""spacing"": 8.0}",15,8.0,8.0,0.0,0.0,1.0,16.97056274847714,11.648799357919271,3.971415388196785,True,True,True,True,True,[],False,False,False,False
N015_rectangular_002,15,rectangular,"{""spacing"": 10.0}",15,10.0,10.0,0.0,0.0,1.0,21.213203435596427,14.56099919739909,4.964269235245981,True,True,True,True,True,[],False,False,False,False
N015_rectangular_003,15,rectangular,"{""spacing"": 14.0}",15,14.0,14.0,0.0,0.0,1.0,29.698484809834994,20.385398876358728,6.949976929344373,True,True,True,True,True,[],False,False,False,False
N015_rectangular_004,15,rectangular,"{""spacing"": 18.0}",15,18.0,18.0,0.0,0.0,1.0,38.18376618407357,26.20979855531837,8.935684623442768,True,True,True,True,True,[],False,False,False,False
N015_hexagonal_005,15,hexagonal,"{""spacing"": 8.0}",15,7.999999999999999,7.999999999999999,0.0,0.0,1.0,15.999999999999998,10.87589591755374,4.2717936892915604,True,True,True,True,True,[],False,True,False,False
N015_hexagonal_006,15,hexagonal,"{""spacing"": 10.0}",15,10.0,10.0,0.0,0.0,1.0,20.0,13.594869896942177,5.339742111614452,True,True,True,True,True,[],False,True,False,False
N015_hexagonal_007,15,hexagonal,"{""spacing"": 12.0}",15,12.0,12.0,0.0,0.0,1.0,24.0,16.313843876330612,6.407690533937342,True,True,True,True,True,[],False,True,False,False
N015_hexagonal_008,15,hexagonal,"{""spacing"": 16.0}",15,15.999999999999998,15.999999999999998,0.0,0.0,1.0,31.999999999999996,21.75179183510748,8.543587378583121,True,True,True,True,True,[],False,True,False,False
N015_ring_009,15,ring,"{""points_per_ring"": [15], ""ring_radii"": [51.94]}",15,21.597866442148824,21.597866442148828,1.1889654083092801e-14,5.505013245146204e-16,0.9999999999999996,51.940000000000005,51.94000000000001,1.512861011356043e-14,True,True,True,True,True,[],True,False,False,False
N015_staggered_ring_010,15,staggered_ring,"{""delta_theta"": 0.3141592653589793, ""points_per_ring"": [5, 10], ""ring_radii"": [28.0, 51.94]}",15,26.748506022641045,26.748506022641042,7.395563270997246e-15,2.764850965783784e-16,0.9999999999999998,51.940000000000005,43.96000000000001,11.285424227737296,True,True,True,True,True,[],True,False,False,True
N015_nonuniform_ring_011,15,nonuniform_ring,"{""points_per_ring"": [3, 5, 7], ""ring_offsets"": [0.0, 0.6283185307179586, 0.4487989505128276], ""ring_radii"": [20.0, 36.0, 51.94]}",15,15.939999999999998,19.600708066886334,3.957546129271194,0.2019083247281826,0.8320102119486983,51.940000000000005,40.23866666666666,12.320959847169194,True,True,True,True,True,[],True,False,False,False
N015_sector_012,15,sector,"{""angular_offset"": 0.2617993877991494, ""inner_radius"": 24.0, ""num_sectors"": 3, ""outer_radius"": 51.94, ""points_per_sector"": 5, ""radial_levels"": 3, ""sector_angle"": 1.0471975511965976}",15,13.969999999999995,16.555963054347153,5.171926108694308,0.31239053214342,0.7619683131718284,51.940000000000005,35.17600000000001,10.45419073864639,True,True,True,True,True,[],False,False,False,False
N015_sector_013,15,sector,"{""angular_offset"": 0.15707963267948966, ""inner_radius"": 24.0, ""num_sectors"": 5, ""outer_radius"": 51.94, ""points_per_sector"": 3, ""radial_levels"": 3, ""sector_angle"": 0.6283185307179586}",15,13.969999999999995,13.969999999999999,2.674385700306491e-15,1.914377738229414e-16,0.9999999999999998,51.940000000000005,37.97,11.406457235560334,True,True,True,True,True,[],False,False,False,False
N015_radial_spoke_014,15,radial_spoke,"{""angular_offset"": 0.3141592653589793, ""inner_radius"": 16.0, ""num_spokes"": 5, ""outer_radius"": 51.94, ""points_per_spoke"": 3}",15,17.97,17.969999999999995,3.552713678800501e-15,1.9770248629941578e-16,0.9999999999999998,51.940000000000005,33.97,14.672443559271237,True,True,True,True,True,[],False,True,False,False
N015_sector_015,15,sector,"{""angular_offset"": 0.05235987755982988, ""inner_radius"": 51.94, ""num_sectors"": 15, ""outer_radius"": 51.94, ""points_per_sector"": 1, ""radial_levels"": 1, ""sector_angle"": 0.20943951023931953}",15,21.597866442148817,21.597866442148828,1.447485600711457e-14,6.701984219546099e-16,0.9999999999999993,51.940000000000005,51.94000000000001,1.3605857528721374e-14,True,True,True,True,True,[],False,False,False,False
N015_radial_spoke_016,15,radial_spoke,"{""angular_offset"": 0.10471975511965977, ""inner_radius"": 51.94, ""num_spokes"": 15, ""outer_radius"": 51.94, ""points_per_spoke"": 1}",15,21.5978664421488,21.597866442148828,1.7161237463612905e-14,7.94580219744404e-16,0.9999999999999991,51.940000000000005,51.940000000000005,8.204640795236539e-15,True,True,True,True,True,[],False,True,False,False
N015_deterministic_irregular_017,15,deterministic_irregular,"{""inner_radius"": 0.0, ""outer_radius"": 51.94}",15,20.733634733858576,22.366890499966072,0.8284326587725042,0.037038347318495646,0.9642844959260505,51.066996648194085,34.67629561442536,12.101087656115231,True,True,True,True,True,[],False,False,False,False
N016_rectangular_001,16,rectangular,"{""spacing"": 8.0}",16,8.0,8.0,0.0,0.0,1.0,16.97056274847714,11.98140956982914,4.055345203556255,True,True,True,True,True,[],True,True,True,False
N016_rectangular_002,16,rectangular,"{""spacing"": 10.0}",16,10.0,10.0,0.0,0.0,1.0,21.213203435596427,14.976761962286425,5.06918150444532,True,True,True,True,True,[],True,True,True,False
N016_rectangular_003,16,rectangular,"{""spacing"": 14.0}",16,14.0,14.0,0.0,0.0,1.0,29.698484809834994,20.967466747200994,7.096854106223447,True,True,True,True,True,[],True,True,True,False
N016_rectangular_004,16,rectangular,"{""spacing"": 18.0}",16,18.0,18.0,0.0,0.0,1.0,38.18376618407357,26.958171532115564,9.124526708001577,True,True,True,True,True,[],True,True,True,False
N016_hexagonal_005,16,hexagonal,"{""spacing"": 8.0}",16,7.999999999999999,7.999999999999999,0.0,0.0,1.0,16.0,11.196152422706632,4.318121226589223,True,True,True,True,True,[],False,False,False,False
N016_hexagonal_006,16,hexagonal,"{""spacing"": 10.0}",16,10.0,10.0,0.0,0.0,1.0,20.0,13.99519052838329,5.3976515332365285,True,True,True,True,True,[],False,False,False,False
N016_hexagonal_007,16,hexagonal,"{""spacing"": 12.0}",16,12.0,12.0,0.0,0.0,1.0,24.0,16.794228634059948,6.477181839883834,True,True,True,True,True,[],False,False,False,False
N016_hexagonal_008,16,hexagonal,"{""spacing"": 16.0}",16,15.999999999999998,15.999999999999998,0.0,0.0,1.0,32.0,22.392304845413264,8.636242453178445,True,True,True,True,True,[],False,False,False,False
N016_ring_009,16,ring,"{""points_per_ring"": [16], ""ring_radii"": [51.94]}",16,20.26598265103538,20.265982651035394,1.2592102364157598e-14,6.213418111020768e-16,0.9999999999999993,51.940000000000005,51.94,3.972054645195637e-15,True,True,True,True,True,[],True,True,True,False
N016_staggered_ring_010,16,staggered_ring,"{""delta_theta"": 0.28559933214452665, ""points_per_ring"": [5, 11], ""ring_radii"": [28.0, 51.94]}",16,24.038870388524597,26.17035655344583,1.9945511885332685,0.07621413886585536,0.9291831094635387,51.940000000000005,44.458749999999995,11.096486986316886,True,True,True,True,True,[],True,False,False,False
N016_nonuniform_ring_011,16,nonuniform_ring,"{""points_per_ring"": [3, 5, 8], ""ring_offsets"": [0.0, 0.6283185307179586, 0.39269908169872414], ""ring_radii"": [20.0, 36.0, 51.94]}",16,16.29760060207931,20.259307196341773,4.01235579627469,0.1980500002980952,0.8346897038948149,51.940000000000005,40.97,12.261357999830198,True,True,True,True,True,[],True,False,False,False
N016_sector_012,16,sector,"{""angular_offset"": 0.19634954084936207, ""inner_radius"": 24.0, ""num_sectors"": 4, ""outer_radius"": 51.94, ""points_per_sector"": 4, ""radial_levels"": 3, ""sector_angle"": 0.7853981633974483}",16,13.969999999999995,16.121397255294738,2.151397255294744,0.1334498009834825,0.882262274987662,51.94,34.4775,11.583312080316233,True,True,True,True,True,[],False,False,True,False
N016_radial_spoke_013,16,radial_spoke,"{""angular_offset"": 0.39269908169872414, ""inner_radius"": 16.0, ""num_spokes"": 4, ""outer_radius"": 51.94, ""points_per_spoke"": 4}",16,11.979999999999995,11.979999999999999,3.4399002279594067e-15,2.8713691385303897e-16,0.9999999999999998,51.940000000000005,33.97,13.39404718522374,True,True,True,True,True,[],False,False,True,False
N016_sector_014,16,sector,"{""angular_offset"": 0.09817477042468103, ""inner_radius"": 24.0, ""num_sectors"": 8, ""outer_radius"": 51.94, ""points_per_sector"": 2, ""radial_levels"": 2, ""sector_angle"": 0.39269908169872414}",16,18.368804753524298,23.15440237676215,4.785597623237847,0.20668197543464528,0.8287187679585596,51.940000000000005,37.97,13.97,True,True,True,True,True,[],False,False,True,False
N016_radial_spoke_015,16,radial_spoke,"{""angular_offset"": 0.19634954084936207, ""inner_radius"": 16.0, ""num_spokes"": 8, ""outer_radius"": 51.94, ""points_per_spoke"": 2}",16,12.245869835682871,24.092934917841433,11.847065082158563,0.4917236161786794,0.6703654679421658,51.940000000000005,33.97,17.97,True,True,True,True,True,[],False,False,True,False
N016_sector_016,16,sector,"{""angular_offset"": 0.04908738521234052, ""inner_radius"": 51.94, ""num_sectors"": 16, ""outer_radius"": 51.94, ""points_per_sector"": 1, ""radial_levels"": 1, ""sector_angle"": 0.19634954084936207}",16,20.265982651035376,20.265982651035394,1.2623387138745463e-14,6.22885519844286e-16,0.9999999999999993,51.940000000000005,51.94,2.5121479338940403e-15,True,True,True,True,True,[],False,False,True,False
N016_radial_spoke_017,16,radial_spoke,"{""angular_offset"": 0.09817477042468103, ""inner_radius"": 51.94, ""num_spokes"": 16, ""outer_radius"": 51.94, ""points_per_spoke"": 1}",16,20.265982651035376,20.265982651035394,1.3873790429220374e-14,6.845851330338309e-16,0.9999999999999993,51.940000000000005,51.94,6.153480596427404e-15,True,True,True,True,True,[],False,False,True,False
N016_deterministic_irregular_018,16,deterministic_irregular,"{""inner_radius"": 0.0, ""outer_radius"": 51.94}",16,20.07525550764548,21.647612256684788,0.7774437482702437,0.03591360280532412,0.9653314690452295,51.121996122021685,34.671854934853236,12.113805156782611,True,True,True,True,True,[],False,False,False,False
N017_rectangular_001,17,rectangular,"{""spacing"": 8.0}",17,8.0,8.0,0.0,0.0,1.0,17.88854381999832,12.518177016231313,4.899094461555042,True,True,True,True,True,[],False,True,False,False
N017_rectangular_002,17,rectangular,"{""spacing"": 10.0}",17,10.0,10.0,0.0,0.0,1.0,22.360679774997898,15.64772127028914,6.123868076943802,True,True,True,True,True,[],False,True,False,False
N017_rectangular_003,17,rectangular,"{""spacing"": 14.0}",17,14.0,14.0,0.0,0.0,1.0,31.304951684997057,21.906809778404796,8.573415307721326,True,True,True,True,True,[],False,True,False,False
N017_rectangular_004,17,rectangular,"{""spacing"": 18.0}",17,18.0,18.0,0.0,0.0,1.0,40.24922359499622,28.165898286520452,11.022962538498845,True,True,True,True,True,[],False,True,False,False
N017_hexagonal_005,17,hexagonal,"{""spacing"": 8.0}",17,7.999999999999999,7.999999999999998,8.881784197001252e-16,1.1102230246251568e-16,0.9999999999999998,16.0,11.478731691959183,4.339003807111664,True,True,True,True,True,[],False,False,False,False
N017_hexagonal_006,17,hexagonal,"{""spacing"": 10.0}",17,10.0,10.0,0.0,0.0,1.0,20.0,14.348414614948979,5.423754758889581,True,True,True,True,True,[],False,False,False,False
N017_hexagonal_007,17,hexagonal,"{""spacing"": 12.0}",17,12.0,12.0,0.0,0.0,1.0,24.0,17.218097537938775,6.508505710667497,True,True,True,True,True,[],False,False,False,False
N017_hexagonal_008,17,hexagonal,"{""spacing"": 16.0}",17,15.999999999999998,15.999999999999996,1.7763568394002505e-15,1.1102230246251568e-16,0.9999999999999998,32.0,22.957463383918366,8.678007614223327,True,True,True,True,True,[],False,False,False,False
N017_ring_009,17,ring,"{""points_per_ring"": [17], ""ring_radii"": [51.94]}",17,19.08789991078527,19.08789991078531,2.409567650518791e-14,1.262353460454444e-15,0.9999999999999987,51.940000000000005,51.94,5.449614014078253e-15,True,True,True,True,True,[],True,False,False,False
N017_staggered_ring_010,17,staggered_ring,"{""delta_theta"": 0.28559933214452665, ""points_per_ring"": [6, 11], ""ring_radii"": [28.0, 51.94]}",17,23.939999999999998,25.769936099224967,1.7735169168420828,0.06882116082916563,0.935610218667662,51.940000000000005,43.49058823529411,11.440557612175581,True,True,True,True,True,[],True,False,False,False
N017_nonuniform_ring_011,17,nonuniform_ring,"{""points_per_ring"": [3, 5, 9], ""ring_offsets"": [0.0, 0.6283185307179586, 0.3490658503988659], ""ring_radii"": [20.0, 36.0, 51.94]}",17,15.939999999999998,20.12565512213978,4.055253287377568,0.20149670968556327,0.832295246369592,51.940000000000005,41.61529411764705,12.172090601838994,True,True,True,True,True,[],True,False,False,False
N017_deterministic_irregular_012,17,deterministic_irregular,"{""inner_radius"": 0.0, ""outer_radius"": 51.94}",17,19.475858569243528,20.98535435651215,0.7322591666382363,0.03489381947991755,0.9662827057007131,51.17047597750783,34.66804214566497,12.124712523866194,True,True,True,True,True,[],False,False,False,False
N018_rectangular_001,18,rectangular,"{""spacing"": 8.0}",18,8.0,8.0,0.0,0.0,1.0,17.88854381999832,12.8165307275517,4.917416451162897,True,True,True,True,True,[],False,False,False,False
